,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Utterance,Start,End,group_id,origin,original_text,annotation_type,rationale_for_probing_label,message_id,causal_counterpart_1,causal_counterpart_2,causal_counterpart_3,reasoning_1,reasoning_2,reasoning_3,probingQuestionID,prev_utterance_history,probing_utterance,causal_counterpart1_msgID,causal_counterpart2_msgID,causal_counterpart3_msgID,set
329,329,329,110,110,513.15,518.4,2,1,No ok maybe we should do one thirty and then,Non-probing deliberation,The utterance is part of a deliberation on how to proceed with determining the weights of the blocks. It indicates a suggestion or potential strategy in the process of solving the task.,msgid329,,,,,,,,,,,,,Train
330,330,330,111,111,513.15,515.18,2,4,No,,,msgid330,,,,,,,,,,,,,Train
331,331,331,112,112,518.88,521.67,2,1,Or one forty and then one thirty if we think,Non-probing deliberation,"This utterance is part of a deliberation process to determine the weights of the remaining blocks. The participant is considering different possibilities for the weights, which is essential for the task at hand.",msgid331,,,,,,,,,,,,,Train
332,332,332,113,113,522.0,530.37,2,1,i don't know that's kind of my thought process um,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It appears to be a hesitation cue ('um') and a statement of uncertainty ('i don't know'), which does not contribute directly to probing or deliberation in the conversation.",msgid332,,,,,,,,,,,,,Train
333,333,333,114,114,524.42,530.37,2,2,I was thinking one forty first as well but um,Non-probing deliberation,The participant is sharing their thought process regarding the weight of the blocks. This utterance is not a probing question but contributes to the ongoing deliberation and decision-making process within the task.,msgid333,,,,,,,,,,,,,Train
334,334,334,115,115,527.5,528.95,2,3,is it one fifty on here,Neither,"This utterance does not fall under the categories of probing or non-probing deliberation. It appears to be a fragment of a question about the weight on the balance scale, without introducing new information or provoking further discussion.",msgid334,,,,,,,,,,,,,Train
335,335,335,116,116,536.82,543.24,2,2,Honestly I still feel like we should go with one forty first and if not we should actually move to one thirty,Probing,"This utterance suggests a potential alternative solution to the current discussion, which could prompt further deliberation and exploration of different options.",msgid335,So yeah probably maybe one forty plus or minus ten,I was thinking one forty first as well but um,And fifty right,This statement directly led to Participant 2 suggesting to start with either one thirty or one forty.,Participant 2's statement acknowledges the previous suggestion of one forty and introduces a reconsideration of this option.,"Participant 1 mentions the weight of one block being 10 grams, establishing a starting point for determining the weights of the other blocks.",2_7,"Participant 2: Fifty  
Participant 2: Twenty  
Participant 1: yeah cause green block's
Participant 1: Forty plus thirty seventy
Participant 1: And fifty right
Participant 1: So yeah  
Participant 2: Yeah we got the two tens
Participant 2: Twenty
Participant 2: Thirty and then fifty
Participant 1: so mystery block's probably
Participant 2: I might shoot all the way for the one forty
Participant 1: Yeah
Participant 1: i think mystery block's a bit more than the max
Participant 1: So yeah probably maybe one forty plus or minus ten
Participant 2: Ok is the
Participant 2: Actually either one thirty
Participant 2: Is the can the weight exceed what's on the paper
Participant 1: No ok maybe we should do one thirty and then
Participant 1: Or one forty and then one thirty if we think
Participant 1: i don't know that's kind of my thought process um
Participant 2: I was thinking one forty first as well but um
Participant 3: is it one fifty on here",Honestly I still feel like we should go with one forty first and if not we should actually move to one thirty,msgid325,msgid333,msgid316,Train
336,336,336,117,117,543.33,546.12,2,2,sorry one fifty since it's on there,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It seems to be a standalone statement that does not provoke further discussion or provide reasoning related to the task at hand.,msgid336,,,,,,,,,,,,,Train
337,337,337,118,118,548.13,548.52,2,3,One forty,Neither,This utterance does not fall under probing or non-probing deliberation. It seems like a standalone statement that does not introduce new information or provoke further discussion.,msgid337,,,,,,,,,,,,,Train
338,338,338,119,119,549.5,550.0,2,1,Yeah,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a simple acknowledgement or agreement, without introducing new information or prompting further discussion.",msgid338,,,,,,,,,,,,,Train
339,339,339,120,120,549.75,550.71,2,2,Yeah,Neither,This utterance does not fall under probing or non-probing deliberation categories. It is a general expression that does not introduce new information or prompt further discussion.,msgid339,,,,,,,,,,,,,Train
340,340,340,121,121,555.15,557.19,2,1,is it wrong,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It appears to be a stand-alone question that lacks context, making it neither probing nor related to the task at hand.",msgid340,,,,,,,,,,,,,Train
341,341,341,122,122,557.43,560.52,2,2,Not quite correct,Neither,"This utterance is providing feedback on the correctness of a previous statement, it is not probing for further discussion or engaging in deliberation.",msgid341,,,,,,,,,,,,,Train
342,342,342,123,123,561.12,563.42,2,2,One more attempt alright,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It does not introduce new information or seek discussion or argumentation related to the task at hand. It appears to be a general statement indicating a willingness to make one more attempt.,msgid342,,,,,,,,,,,,,Train
343,343,343,124,124,524.42,566.28,2,1,So plus or minus ten right,Neither,This utterance does not fall into the categories of probing questions or non-probing deliberation. It seems to be a statement confirming the range of uncertainty (+/- 10) in the weights being discussed.,msgid343,,,,,,,,,,,,,Train
344,344,344,125,125,567.03,569.85,2,1,So we can try and,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a fragment of a sentence that does not provide any new information or prompt further discussion.,msgid344,,,,,,,,,,,,,Train
345,345,345,126,126,580.53,583.02,2,1,i don't know it's probably better if the same hand,Non-probing deliberation,The participant is deliberating on whether it would be better to use the same hand when placing the blocks on the balance scale. This contributes to the task-related discussion and decision-making process.,msgid345,,,,,,,,,,,,,Train
346,346,346,127,127,583.92,585.9,2,2,Yeah,Neither,This utterance 'Yeah' does not fall under the categories of probing or non-probing deliberation. It is a simple acknowledgment or agreement response that does not introduce new information or further the discussion.,msgid346,,,,,,,,,,,,,Train
347,347,347,128,128,592.16,597.32,2,2,I'm feeling the one fifty personally but,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It seems like a personal opinion or feeling, which does not directly contribute to the task at hand or provoke further discussion.",msgid347,,,,,,,,,,,,,Train
348,348,348,129,129,590.79,591.33,2,1,I don't know I mean,Neither,"This utterance does not fit into the categories of probing or non-probing deliberation. It appears to be a hesitation cue or a filler phrase, indicating the speaker's uncertainty or indecision.",msgid348,,,,,,,,,,,,,Train
349,349,349,130,130,595.0,597.51,2,3,wait what it it again when it's lined up,Neither,This utterance does not fall into the categories of probing questions or non-probing deliberation. It seems to be a hesitation cue as the participant is trying to recall or clarify information.,msgid349,,,,,,,,,,,,,Train
350,350,350,131,131,598.75,602.55,2,2,"blue block, red block's a ten ten green block's a twenty",Non-probing deliberation,The user is deliberating on the weights of the blocks based on the information given in the task. They are actively participating in the task by suggesting weights for the blocks based on the known weight of one block (10 grams). This contributes to the discussion and reasoning towards determining the weights of the other blocks.,msgid350,,,,,,,,,,,,,Train
351,351,351,132,132,597.9,599.5,2,1,"um think yeah blue block, red block are ten",Non-probing deliberation,"The participant is deliberating on the weights of the blue block and red block, suggesting that they both weigh 10 grams each. This is a non-probing utterance as it is focused on the task of determining the weights of the blocks and is useful for reaching a consensus.",msgid351,,,,,,,,,,,,,Train
352,352,352,133,133,602.91,604.98,2,2,fifty and purple block's a thirty,Non-probing deliberation,The user is providing information related to determining the weight of the blocks. This contributes to the ongoing task of assigning weights to the blocks based on their colors and values.,msgid352,,,,,,,,,,,,,Train
353,353,353,134,134,607.98,612.63,2,2,and we guessed mystery block was a one forty so our options were one thirty or,Non-probing deliberation,"The utterance is a continuation of the deliberation on determining the weight of the mystery block based on the information gathered so far. It is focused on discussing the available options (one thirty or) and the reasoning behind them, which is crucial for reaching a consensus.",msgid353,,,,,,,,,,,,,Train
354,354,354,135,135,612.75,614.73,2,2,Off the paper,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It seems to be a standalone comment not related to the task at hand, serving as a familiar phrase or a moment of reflection.",msgid354,,,,,,,,,,,,,Train
355,355,355,136,136,616.02,618.0,2,2,"together red block, green block, blue block, purple block, yellow block's one twenty",,,msgid355,,,,,,,,,,,,,Train
356,356,356,137,137,623.01,624.9,2,3,i think it has to do with patterns,non-probing deliberation,The utterance is a non-probing deliberation as it pertains to the task at hand by discussing the possible strategy of using patterns to determine the weights of the remaining blocks. It contributes to the deliberative process of solving the task.,msgid356,,,,,,,,,,,,,Train
357,357,357,138,138,619.95,623.34,2,2,Um personally ,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a filler word ('Um') followed by a personal opinion ('personally'), which does not directly contribute to probing or deliberation in the context of determining the weights of wooden blocks.",msgid357,,,,,,,,,,,,,Train
358,358,358,139,139,625.26,629.07,2,3,because it says think about the relationship between the weights of the power blocks,Non-probing deliberation,"This utterance is a non-probing deliberation as it directly relates to the task at hand, which is determining the weights of the wooden blocks. The participant is discussing the instructions given to consider the relationship between the weights of the blocks, which is essential for solving the task.",msgid358,,,,,,,,,,,,,Train
359,359,359,140,140,629.67,632.49,2,3,And if you do like,Neither,"This utterance does not fit into the categories of probing or non-probing deliberation. It seems to be a fragment of a sentence or a hesitation cue, and does not add to the conversation in terms of prompting discussion or contributing to the task at hand.",msgid359,,,,,,,,,,,,,Train
360,360,360,141,141,629.58,630.03,2,2,Oh yeah,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a general expression that does not contribute to the task-related discussion or provoke further deliberation.,msgid360,,,,,,,,,,,,,Train
361,361,361,142,142,637.71,639.99,2,3,"blue block, red block add up to twenty",Non-probing deliberation,This statement is a part of the deliberation process as the participant is sharing their conclusion based on the information gathered so far. It contributes to the task of determining the weights of the blocks.,msgid361,,,,,,,,,,,,,Train
362,362,362,143,143,640.29,642.9,2,3,"blue block, green block add up to thirty green block, purple block add up to fifty",Non-probing deliberation,The user is providing information related to the task at hand by stating the weights of the blocks in relation to each other. This helps in the deliberation process of determining the weights of the blocks based on the given information.,msgid362,,,,,,,,,,,,,Train
363,363,363,144,144,644.79,647.37,2,3,but that doesn't really make sense either i don't know,Non-probing deliberation,"The participant is expressing confusion and skepticism about a particular idea or solution, which contributes to the deliberative process of trying to make sense of the task and reaching a consensus.",msgid363,,,,,,,,,,,,,Train
364,364,364,145,145,647.49,649.47,2,1,"yeah i mean blue block, red block could be",Neither,"This utterance does not fit into the categories of probing or non-probing deliberation. It does not introduce new information or provoke discussion, and it is not directly related to the task at hand.",msgid364,,,,,,,,,,,,,Train
365,365,365,146,146,649.98,655.71,2,1,"blue block, red block set of two adds up to green block one and then the next set of two adds up to purple block",Non-probing deliberation,This utterance is a non-probing deliberation as it involves discussing the relationship between the weights of different blocks in order to determine their weights accurately. The participant is providing their reasoning and analysis to reach a consensus with the group.,msgid365,,,,,,,,,,,,,Train
366,366,366,147,147,655.86,661.77,2,2,"so purple block, yellow block would add up to eighty and then eighty plus fifty would be one thirty",non-probing deliberation,"The speaker is actively engaged in the deliberation process by discussing how the weights of the purple block, yellow block, and another block would add up to determine the total weight. This contributes to the task's solution and reasoning process.",msgid366,,,,,,,,,,,,,Train
367,367,367,148,148,656.5,658.58,2,3,so mystery block would be eighty and you weigh less,Non-probing deliberation,This utterance is part of the deliberation process to determine the weight of the mystery block. The participant is contributing to the discussion by suggesting that the mystery block would be eighty grams and lighter in weight.,msgid367,,,,,,,,,,,,,Train
368,368,368,149,149,664.32,666.3,2,3,And thirty ,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It appears to be a fragment of a sentence or a standalone phrase without clear relevance to the task or conversation.,msgid368,,,,,,,,,,,,,Train
369,369,369,150,150,673.68,676.8,2,3,i think mystery block's just the last two so mystery block would just be fifty and thirty,non-probing deliberation,The user is providing their reasoning for the weights of the mystery blocks based on their previous deductions. This is a non-probing deliberation as it contributes to the task's solution and reasoning process.,msgid369,,,,,,,,,,,,,Train
370,370,370,151,151,677.25,680.28,2,3,i think mystery block just feels like mystery block's,Non-probing deliberation,The utterance is part of the deliberation process where the participant is expressing their opinion on the weight of the 'mystery block' based on how it feels. It contributes to the ongoing discussion of determining the weights of the blocks.,msgid370,,,,,,,,,,,,,Train
371,371,371,152,152,680.52,684.83,2,3,"a lot heavier because mystery block's denser and like just carrying red block, blue block, green block, purple block, yellow block",non-probing deliberation,The participant is discussing the weight of the mystery block based on its density compared to the other blocks. This is a deliberation related to the task of determining the weights of the blocks.,msgid371,,,,,,,,,,,,,Train
372,372,372,153,153,682.33,683.66,2,1,yeah that might makes sense,Non-probing deliberation,"This utterance indicates agreement or acknowledgment of a previously discussed point, contributing to the ongoing deliberation and consensus-building process in the task.",msgid372,,,,,,,,,,,,,Train
373,373,373,154,154,684.83,686.01,2,2,Were we right then,Neither,This utterance does not fall under probing or non-probing deliberation categories. It seems like a reflection on past actions and does not introduce new information or lead to further discussion or argumentation.,msgid373,,,,,,,,,,,,,Train
374,374,374,155,155,686.58,689.04,2,3,no you're wrong mystery block was eighty,Probing,The utterance challenges the previous statement by asserting that the mystery block actually weighs eighty units. This provokes further discussion or argumentation to clarify the discrepancy in weights.,msgid374,so mystery block would be eighty and you weigh less,"purple block, yellow block would add up to eighty","green block, purple block add up to fifty","This utterance directly precedes the probing question and introduces the concept that the mystery block would be eighty grams, leading to the probing question of being wrong.",This utterance reveals the logic used to determine the weight of the mystery block by adding up the weights of the purple block and yellow block to reach eighty grams.,"This utterance contributes to the reasoning process by establishing the relationship between the weights of the green block and purple block, which is crucial in deducing the weight of other blocks.",2_8,"Participant 2: fifty and purple block's a thirty
Participant 2: and we guessed mystery block was a one forty so our options were one thirty or
Participant 2: Off the paper
Participant 2: together red block, green block, blue block, purple block, yellow block's one twenty
Participant 3: i think it has to do with patterns
Participant 2: Um personally 
Participant 3: because it says think about the relationship between the weights of the power blocks
Participant 3: And if you do like
Participant 2: Oh yeah
Participant 3: blue block, red block add up to twenty
Participant 3: blue block, green block add up to thirty green block, purple block add up to fifty
Participant 3: but that doesn't really make sense either i don't know
Participant 1: yeah i mean blue block, red block could be
Participant 1: blue block, red block set of two adds up to green block one and then the next set of two adds up to purple block
Participant 2: so purple block, yellow block would add up to eighty and then eighty plus fifty would be one thirty
Participant 3: so mystery block would be eighty and you weigh less
Participant 3: And thirty 
Participant 3: i think mystery block's just the last two so mystery block would just be fifty and thirty
Participant 3: i think mystery block just feels like mystery block's
Participant 3: a lot heavier because mystery block's denser and like just carrying red block, blue block, green block, purple block, yellow block
Participant 1: yeah that might makes sense
Participant 2: Were we right then",no you're wrong mystery block was eighty,msgid367,msgid366,msgid362,Train
375,375,375,156,156,689.13,690.47,2,3,Cause I think we did one step too much,Non-probing deliberation,"The utterance is a reflection on the process of determining the weights of the blocks. The participant is discussing the possibility of having taken an extra step in the process, indicating deliberation and reasoning related to the task at hand.",msgid375,,,,,,,,,,,,,Train
376,376,376,157,157,689.58,671.17,2,1,yeah it's a pattern,Neither,This utterance does not fall under probing or non-probing deliberation categories. It is a neutral statement that does not introduce new information or provoke discussion.,msgid376,,,,,,,,,,,,,Train
377,377,377,158,158,691.9,692.04,2,2,Really,Neither,The utterance 'Really' does not fall under the categories of probing or non-probing deliberation. It is a standalone word that does not provide new information or provoke further discussion.,msgid377,,,,,,,,,,,,,Train
378,378,378,159,159,694.74,696.72,2,4,Have you guys finished the second one,,,msgid378,,,,,,,,,,,,,Train
379,379,379,160,160,697.05,698.25,2,1,Um yeah we just finished,Neither,"This utterance does not fall under probing or non-probing deliberation categories. It is a general statement indicating completion of a task, without introducing new information or provoking further discussion.",msgid379,,,,,,,,,,,,,Train
380,380,380,161,161,697.5,700.29,2,3,is is the yeah mystery block,Neither,"This utterance does not fit into the categories of probing or non-probing deliberation. It seems to be a statement expressing uncertainty or confusion about the block being discussed, rather than prompting further discussion or contributing to the deliberation process.",msgid380,,,,,,,,,,,,,Train
381,381,381,162,162,708.83,715.11,2,4,Ok for the final part of the task read the scenario and estimate the weight of the,,,msgid381,,,,,,,,,,,,,Train
382,382,382,163,163,715.23,719.25,2,4,Second mystery block you will have two attempts to estimate and explain your answer,,,msgid382,,,,,,,,,,,,,Train
383,383,383,164,164,726.81,730.89,2,3,well that was our one thirty right because yellow block was fifty,Non-probing deliberation,The participant is engaging in deliberation to keep track of the blocks and their respective weights. This contributes to the task's solution and the participants' reasoning.,msgid383,,,,,,,,,,,,,Train
384,384,384,165,165,731.43,733.44,2,1,Yeah so,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a filler phrase commonly used in conversation to indicate the speaker is about to say something or to transition to a new topic.,msgid384,,,,,,,,,,,,,Train
385,385,385,166,166,733.56,737.28,2,1,that makes sense yeah fifty and eighty one thirty,Non-probing deliberation,The utterance is part of the deliberation process to determine the weights of the blocks. The participant is discussing and reasoning about the possible weights of the blocks based on the information available.,msgid385,,,,,,,,,,,,,Train
386,386,386,167,167,741.39,747.66,2,1,And then like every set of two I guess and the next block will be the set,Non-probing deliberation,The participant is discussing their strategy for determining the weights of the blocks by grouping them into sets of two. This is a deliberative process related to the task at hand.,msgid386,,,,,,,,,,,,,Train
387,387,387,168,168,747.78,753.15,2,1,The like sum of the two previous blocks,Non-probing deliberation,The utterance is a non-probing deliberation as it involves a participant discussing the sum of the weights of the two previous blocks. This contributes to the task at hand by focusing on the calculation of weights for the remaining blocks.,msgid387,,,,,,,,,,,,,Train
388,388,388,169,169,760.68,763.32,2,3,In order to like,Neither,This utterance does not fit into the categories of probing or non-probing deliberation. It appears to be incomplete or a hesitation cue.,msgid388,,,,,,,,,,,,,Train
389,389,389,170,170,763.77,765.75,2,3,Least heavy to most heavy or,Probing,This utterance is a probing question as it is prompting the other participants to provide a structured response by ordering the blocks from least heavy to most heavy. This can lead to further discussion and deliberation about the weights of the blocks.,msgid389,Mystery block was eighty,I think mystery block's denser,Mystery block just feels like mystery block's a lot heavier,"This statement directly triggered the probing question about arranging the blocks from least heavy to most heavy, as the participants realized they had miscalculated the weight of the mystery block.","Participant 3 suggests that the mystery block feels denser, hinting at a potential reason for the miscalculation in determining its weight.",Participant 3's observation that the mystery block feels heavier due to its density provides insight into why the participants initially misjudged its weight and had to recalibrate their approach.,2_9,"Participant 1: yeah i mean blue block, red block could be
Participant 1: blue block, red block set of two adds up to green block one and then the next set of two adds up to purple block
Participant 2: so purple block, yellow block would add up to eighty and then eighty plus fifty would be one thirty
Participant 3: so mystery block would be eighty and you weigh less
Participant 3: And thirty 
Participant 3: i think mystery block's just the last two so mystery block would just be fifty and thirty
Participant 3: i think mystery block just feels like mystery block's
Participant 3: a lot heavier because mystery block's denser and like just carrying red block, blue block, green block, purple block, yellow block
Participant 1: yeah that might makes sense
Participant 2: Were we right then
Participant 3: no you're wrong mystery block was eighty
Participant 3: Cause I think we did one step too much
Participant 1: yeah it's a pattern
Participant 2: Really
Participant 1: Um yeah we just finished
Participant 3: is is the yeah mystery block
Participant 3: well that was our one thirty right because yellow block was fifty
Participant 1: Yeah so
Participant 1: that makes sense yeah fifty and eighty one thirty
Participant 1: And then like every set of two I guess and the next block will be the set
Participant 1: The like sum of the two previous blocks
Participant 3: In order to like",Least heavy to most heavy or,msgid374,msgid369,msgid370,Train
390,390,390,171,171,765.96,772.68,2,1,"i guess heaviest to least heaviest maybe because yellow block, purple block two add up to mystery block one",Probing,This utterance is probing as it introduces a new possibility for determining the weight of the blocks by suggesting a specific order of arranging the blocks based on their weights. This could lead to further discussion or deliberation among the participants.,msgid390,Participant 1: Yeah so,Participant 2: Were we right then,Participant 3: i think mystery block just feels like mystery block's,"Participant 1's statement triggers the probing question by suggesting a calculation and pattern based on the weights of the blocks, specifically mentioning the yellow block and the mystery block.",Participant 2's question about being correct prompts a reflection on the previous deductions and whether they accurately determined the weight of the mystery block.,Participant 3's reasoning about the mystery block feeling heavier due to density and the experience of carrying other blocks provides a basis for considering the weight distribution and density effects in determining the blocks' weights.,2_10,"Participant 1: blue block, red block set of two adds up to green block one and then the next set of two adds up to purple block
Participant 2: so purple block, yellow block would add up to eighty and then eighty plus fifty would be one thirty
Participant 3: so mystery block would be eighty and you weigh less
Participant 3: And thirty 
Participant 3: i think mystery block's just the last two so mystery block would just be fifty and thirty
Participant 3: i think mystery block just feels like mystery block's
Participant 3: a lot heavier because mystery block's denser and like just carrying red block, blue block, green block, purple block, yellow block
Participant 1: yeah that might makes sense
Participant 2: Were we right then
Participant 3: no you're wrong mystery block was eighty
Participant 3: Cause I think we did one step too much
Participant 1: yeah it's a pattern
Participant 2: Really
Participant 1: Um yeah we just finished
Participant 3: is is the yeah mystery block
Participant 3: well that was our one thirty right because yellow block was fifty
Participant 1: Yeah so
Participant 1: that makes sense yeah fifty and eighty one thirty
Participant 1: And then like every set of two I guess and the next block will be the set
Participant 1: The like sum of the two previous blocks
Participant 3: In order to like
Participant 3: Least heavy to most heavy or","i guess heaviest to least heaviest maybe because yellow block, purple block two add up to mystery block one",msgid384,msgid373,msgid370,Train
391,391,391,172,172,772.95,775.05,2,1,"blue block, red block two add up to green block one",Non-probing deliberation,"The utterance is a deliberation about the weights of the blocks. It is focused on the task at hand and contributes to the process of determining the weights of the blocks by suggesting a relationship between the blue block, red block, and green block.",msgid391,,,,,,,,,,,,,Train
392,392,392,173,173,775.65,781.08,2,1,"blue block, green block two i guess it doesn't matter which order it's just the sum of the previous two",non-probing deliberation,The utterance is a deliberation focused on determining the weights of the blue and green blocks based on the sum of the previous two weights. It contributes to the task's solution and reasoning process.,msgid392,,,,,,,,,,,,,Train
393,393,393,174,174,777.95,778.5,2,3,Yeah,Neither,"This utterance does not fall under the categories of probing, non-probing deliberation, as it is a simple acknowledgment or agreement that does not introduce new information or prompt further discussion.",msgid393,,,,,,,,,,,,,Train
394,394,394,175,175,777.83,778.5,2,1,Yeah,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is a general acknowledgment or agreement without introducing new information or inciting further discussion.,msgid394,,,,,,,,,,,,,Train
395,395,395,176,176,783.27,785.49,2,1,And yeah I guess in order of,Non-probing deliberation,"The participant is discussing the order in which the weights of the blocks will be determined, which is relevant to the task of determining the weights of the blocks using the balance scale.",msgid395,,,,,,,,,,,,,Train
396,396,396,177,177,784.33,784.84,2,2,Um,Neither,The utterance 'Um' is a hesitation cue and does not fall under probing or non-probing deliberation categories. It is not introducing new information or prompting further discussion.,msgid396,,,,,,,,,,,,,Train
397,397,397,178,178,785.42,786.66,2,1,Wait yeah,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is a standalone utterance that does not introduce new information or provoke discussion.,msgid397,,,,,,,,,,,,,Train
398,398,398,179,179,801.27,801.92,2,3,Ok we're done,Neither,This utterance does not fall under probing or non-probing deliberation categories. It simply indicates the completion of the task without introducing new information or provoking further discussion.,msgid398,,,,,,,,,,,,,Train
399,399,399,180,180,801.75,803.25,2,1,Alright cool,Neither,"This utterance does not fall under 'probing' or 'non-probing deliberation' categories. It is a general statement expressing agreement or approval, and does not introduce new information or provoke further discussion.",msgid399,,,,,,,,,,,,,Train
400,400,400,0,0,11.82,27.57,3,4,Ok so the test that you are going to be completing today oh I can take those consent forms sorry thank you the test you are going to be completing today is the weights test,,,msgid400,,,,,,,,,,,,,Train
401,401,401,1,1,28.2,32.67,3,4,In the first part you are going to work together to determine the weights of these blocks,,,msgid401,,,,,,,,,,,,,Train
402,402,402,2,2,33.39,38.04,3,4,We will tell you that the weight of the red cube is ten grams,,,msgid402,,,,,,,,,,,,,Train
403,403,403,3,3,38.76,42.57,3,4,You will determine the weights of the remaining cubes using this scale,,,msgid403,,,,,,,,,,,,,Train
404,404,404,4,4,43.68,46.5,3,4,All of the weights are in intervals of ten grams,,,msgid404,,,,,,,,,,,,,Train
405,405,405,5,5,46.86,50.43,3,4,You don't need to use the slider or anything ,,,msgid405,,,,,,,,,,,,,Train
406,406,406,6,6,51.0,58.38,3,4,And the the weights aren't always perfect so like if it's teetering it's probably fine,,,msgid406,,,,,,,,,,,,,Train
407,407,407,7,7,58.44,60.57,3,4,Like it it drops one's probably heavier,,,msgid407,,,,,,,,,,,,,Train
408,408,408,8,8,61.35,64.23,3,4,Um and then,,,msgid408,,,,,,,,,,,,,Train
409,409,409,9,9,64.26,75.69,3,4,You will place the cubes on the worksheet where you think they are and you will also record your answers here on this survey here on the computer. You guys will be group three,,,msgid409,,,,,,,,,,,,,Train
410,410,410,10,10,77.91,80.37,3,4,And you can now start the survey,,,msgid410,,,,,,,,,,,,,Train
411,411,411,11,11,80.55,86.25,3,1,Alright so shall we,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is a familiar phrase used to transition or suggest a new topic in the conversation.,msgid411,,,,,,,,,,,,,Train
412,412,412,12,12,86.43,87.67,3,1,prepare things for red block one,Non-probing deliberation,"The utterance is focused on the task at hand, discussing the preparation for determining the weight of the red block. It is part of the deliberation process and contributes to the participants' reasoning and decision-making.",msgid412,,,,,,,,,,,,,Train
413,413,413,13,13,88.25,89.4,3,3,Yeah,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a general response that does not introduce new information or prompt further discussion.,msgid413,,,,,,,,,,,,,Train
414,414,414,14,14,112.41,114.39,3,1,"so you think red block, blue block're the same weight or",Probing,This utterance is a probing question that seeks to generate discussion or argumentation by questioning whether the red block and blue block are of the same weight.,msgid414,Participant 1: Ok cool no for sure,Participant 1: Alright so shall we prepare things for red block one,Participant 3: Yeah,"This utterance indicates Participant 1's agreement or certainty about a previous statement, possibly regarding the weights of the blocks.","This utterance suggests that Participant 1 is initiating the next step in the process, specifically focusing on preparing to determine the weight of the red block.","Participant 3's agreement with Participant 1's proposal to prepare for the red block indicates active participation in the decision-making process, showing progression towards the weighing task.",3_1,"Participant 1: Ok cool no for sure
Participant 1: Alright so shall we
Participant 1: prepare things for red block one
Participant 3: Yeah","so you think red block, blue block're the same weight or",msgid231,msgid411,msgid413,Train
415,415,415,15,15,116.13,118.17,3,1,"red block, blue block're still teetering",Neither,"This utterance does not fall under probing questions or non-probing deliberation. It simply provides an update on the current state of the balance scale, indicating that the red block and blue block are still teetering.",msgid415,,,,,,,,,,,,,Train
416,416,416,16,16,144.5,147.27,3,1,"i think red block, blue block're the same weight yeah",Non-probing deliberation,The participant is engaging in a deliberation by expressing their belief that the red block and blue block are the same weight. This contributes to the ongoing discussion and the task of determining the weights of the blocks.,msgid416,,,,,,,,,,,,,Train
417,417,417,17,17,142.38,145.07,3,2,"i think red block, blue block are same weight",non-probing deliberation,The participant is actively engaged in the task of determining the weights of the colorful blocks by making a comparison between the red and blue blocks. This statement contributes to the deliberative process and reasoning involved in the task.,msgid417,,,,,,,,,,,,,Train
418,418,418,18,18,148.62,150.2,3,1,So,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is simply a filler word to start a sentence or conversation, and does not introduce new information or drive discussion.",msgid418,,,,,,,,,,,,,Train
419,419,419,19,19,148.62,149.75,3,3,So  ,Neither,This utterance does not fit into the categories of probing or non-probing deliberation. It is a general conversational filler that does not introduce new information or provoke discussion.,msgid419,,,,,,,,,,,,,Train
420,420,420,20,20,149.24,150.25,3,1,So the ,Neither,This utterance is incomplete and does not fall under the categories of probing or non-probing deliberation. It appears to be a hesitation cue or a pause in the conversation.,msgid420,,,,,,,,,,,,,Train
421,421,421,21,21,151.25,152.4,3,2,Right here right,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It does not introduce new information or provoke discussion, nor does it contribute to the task at hand.",msgid421,,,,,,,,,,,,,Train
422,422,422,22,22,152.43,155.22,3,3,Um  ,Neither,The utterance 'Um' does not fall into the categories of probing or non-probing deliberation. It is a hesitation cue and does not contribute to the deliberative process of determining the weights of the wooden blocks.,msgid422,,,,,,,,,,,,,Train
423,423,423,23,23,160.57,162.0,3,3,So ,Neither,"This utterance is neither probing nor a non-probing deliberation. It does not introduce new information, provoke a discussion, or contribute to solving the task at hand. It appears to be a hesitation cue or a filler phrase.",msgid423,,,,,,,,,,,,,Train
424,424,424,24,24,159.15,160.56,3,1,So,Neither,"This utterance does not fall under probing or non-probing deliberation categories. It is a filler word that does not contribute to the task at hand, but simply serves as a conversation filler.",msgid424,,,,,,,,,,,,,Train
